playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8478970,2022,Jalen Chatfield,CAR,D,other,62,538.0,13.0,16.28,0.44,0.66,0.44,0.55,0.3,0.56,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,3.0,2.0,5.0,1.0,3.0,2.0,7.0,0.0,0.0,2152.0,0.0,0.0,0.0,0.0,2.22,0.95,0.95,0.95,0.95,3.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.21,0.74,0.0,0.0,1.0,7.0,3.0,3.0,0.04,0.0,0.0,0.98,0.98,0.98,5.23,1.2,1.07,1.2,1.07,5.0,2.0,2.0,9.0,0.0,1.0,0.0,4.0,2.0,1.0,0.2,0.35,0.65,0.0,0.0,0.0,9.0,7.0,7.0,0.1,0.65,0.65,0.65,0.65,0.64,9.1,4.64,57.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0
8478970,2022,Jalen Chatfield,CAR,D,all,62,52290.0,1173.0,30.25,0.57,0.59,0.57,0.6,0.57,0.6,329.0,78.64,3.94,4.55,22.46,2.75,44.78,34.52,3.48,4.05,3.58,4.0,3.0,78.0,35.0,55.0,168.0,12.0,5.0,6.0,0.0,19.0,1.0,42.0,40.0,73.0,108.0,15.0,33.0,0.0,66.0,24.0,16.0,103.0,7.0,3.0,2.22,0.9,0.82,4.0,0.0,1.0,174.04,113.0,116.63,14.0,0.93,0.59,1.06,3.82,3.91,3.8,1173.0,135.0,120.0,187.0,731.0,185.0,142.0,124.0,722.0,0.0,0.0,174555.0,33.0,13.0,5.0,51.0,479.23,43.51,40.93,44.34,41.71,463.0,195.0,212.0,870.0,47.0,60.0,7.0,481.0,129.0,48.0,13.66,15.68,14.19,23.0,14.0,10.0,898.8,658.0,675.97,6.73,11.46,11.46,38.79,39.48,38.53,354.6,32.31,31.28,31.81,30.79,345.0,145.0,156.0,646.0,32.0,34.0,4.0,359.0,99.0,32.0,10.2,12.72,9.4,13.0,14.0,5.0,628.63,490.0,479.32,5.45,6.69,6.83,30.94,30.45,29.96,188.03,128.84,3379.0,2216.0,0.0,0.0,0.0,0.0,0.0,0.0
8478970,2022,Jalen Chatfield,CAR,D,5on5,62,48351.0,1057.0,30.25,0.6,0.61,0.59,0.6,0.59,0.6,321.0,74.14,3.57,4.37,21.87,2.63,43.33,31.23,3.12,3.68,3.22,3.0,3.0,73.0,34.0,54.0,161.0,10.0,4.0,6.0,0.0,17.0,1.0,41.0,38.0,69.0,103.0,15.0,33.0,0.0,63.0,22.0,15.0,98.0,7.0,2.0,2.06,0.9,0.6,4.0,0.0,0.0,167.04,107.0,110.63,13.0,0.89,0.59,1.06,3.41,3.5,3.39,1057.0,130.0,98.0,182.0,647.0,172.0,128.0,110.0,647.0,0.0,0.0,132774.0,33.0,13.0,5.0,43.0,457.34,40.61,38.04,41.43,38.82,439.0,191.0,206.0,836.0,41.0,60.0,7.0,465.0,122.0,43.0,13.19,14.93,12.49,22.0,12.0,7.0,864.8,630.0,647.97,6.45,11.46,11.46,35.61,36.3,35.38,314.87,27.19,26.37,26.68,25.88,304.0,131.0,140.0,575.0,27.0,29.0,4.0,317.0,92.0,26.0,9.0,11.77,6.41,11.0,14.0,2.0,557.63,435.0,424.32,4.51,5.93,6.07,25.62,25.14,24.76,117.24,75.24,2479.0,1625.0,2.0,0.16,64.0,7.0,52.0,5.0
8478970,2022,Jalen Chatfield,CAR,D,4on5,62,3361.0,98.0,26.82,0.32,0.14,0.3,0.18,0.33,0.19,225.0,4.5,0.37,0.18,0.58,0.12,1.46,3.29,0.36,0.37,0.36,1.0,0.0,5.0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,4.0,5.0,0.0,0.0,0.0,3.0,2.0,1.0,5.0,0.0,1.0,0.15,0.0,0.21,0.0,0.0,1.0,7.0,6.0,6.0,1.0,0.04,0.0,0.0,0.41,0.41,0.41,98.0,1.0,19.0,1.0,77.0,11.0,11.0,12.0,64.0,0.0,0.0,13755.0,0.0,0.0,0.0,0.0,18.84,1.87,1.85,1.87,1.85,20.0,4.0,2.0,26.0,5.0,0.0,0.0,16.0,4.0,4.0,0.46,0.44,0.96,1.0,2.0,2.0,26.0,24.0,24.0,0.22,0.0,0.0,2.08,2.08,2.07,34.51,3.93,3.84,3.93,3.84,36.0,12.0,14.0,62.0,5.0,4.0,0.0,38.0,5.0,5.0,1.0,0.6,2.33,2.0,0.0,3.0,62.0,48.0,48.0,0.84,0.11,0.11,4.67,4.67,4.55,3.73,23.0,67.0,301.0,0.1,0.0,3.0,0.0,2.0,0.0
8478970,2022,Jalen Chatfield,CAR,D,5on4,62,40.0,5.0,3.95,1.0,0.86,1.0,0.86,1.0,0.84,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,2670.0,0.0,0.0,0.0,1.0,0.82,0.09,0.08,0.09,0.08,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.01,0.0,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,0.89,96.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8480950,2022,Ilya Lyubushkin,BUF,D,other,50,747.0,16.0,3.55,0.61,0.47,0.26,0.44,0.25,0.42,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,7.0,0.0,9.0,0.0,3.0,3.0,10.0,0.0,0.0,2483.0,0.0,0.0,0.0,2.0,4.22,2.12,2.02,2.12,2.02,5.0,1.0,2.0,8.0,3.0,1.0,0.0,1.0,1.0,4.0,0.05,0.15,1.92,0.0,1.0,2.0,8.0,6.0,6.0,0.06,0.27,0.27,1.9,1.9,1.82,12.22,1.38,1.3,1.38,1.3,11.0,7.0,5.0,23.0,3.0,0.0,0.0,10.0,8.0,0.0,0.47,0.91,0.0,2.0,1.0,0.0,23.0,18.0,18.0,0.32,0.0,0.0,1.7,1.7,1.6,8.55,9.78,53.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
8480950,2022,Ilya Lyubushkin,BUF,D,all,50,44425.0,1098.0,6.9,0.37,0.5,0.41,0.54,0.4,0.52,247.0,25.04,1.0,1.25,6.94,0.8,13.69,11.33,0.98,0.98,0.97,4.0,6.0,28.0,7.0,20.0,55.0,11.0,1.0,0.0,0.0,6.0,0.0,14.0,14.0,27.0,34.0,17.0,34.0,0.0,80.0,20.0,12.0,33.0,2.0,0.0,0.72,0.28,0.0,0.0,1.0,0.0,54.44,35.0,34.76,10.0,0.25,0.0,0.02,1.23,1.21,1.19,1098.0,77.0,201.0,168.0,652.0,165.0,143.0,130.0,660.0,0.0,0.0,137046.0,34.0,18.0,9.0,71.0,309.38,30.03,28.49,29.68,28.18,299.0,119.0,144.0,562.0,28.0,35.0,1.0,306.0,82.0,30.0,10.12,10.68,9.22,10.0,13.0,5.0,559.83,418.0,414.3,4.15,7.64,7.64,26.53,26.33,25.89,467.0,50.36,48.49,50.48,48.63,473.0,167.0,166.0,806.0,55.0,44.0,11.0,440.0,146.0,54.0,12.49,17.93,19.93,12.0,17.0,26.0,809.21,640.0,643.17,7.76,9.93,9.64,48.48,48.66,47.2,136.76,134.81,2335.0,2016.0,0.0,0.0,0.0,0.0,0.0,0.0
8480950,2022,Ilya Lyubushkin,BUF,D,5on5,50,37587.0,933.0,6.9,0.45,0.48,0.47,0.52,0.46,0.51,256.0,24.28,0.83,1.21,6.86,0.77,13.51,10.83,0.81,0.81,0.8,2.0,6.0,27.0,7.0,20.0,54.0,8.0,0.0,0.0,0.0,6.0,0.0,14.0,14.0,27.0,34.0,15.0,30.0,0.0,67.0,15.0,11.0,33.0,1.0,0.0,0.72,0.11,0.0,0.0,0.0,0.0,53.44,34.0,33.76,9.0,0.24,0.0,0.02,1.05,1.03,1.01,933.0,75.0,120.0,156.0,582.0,159.0,117.0,109.0,548.0,0.0,0.0,111053.0,30.0,14.0,7.0,54.0,285.79,25.39,24.03,25.04,23.72,271.0,116.0,139.0,526.0,22.0,31.0,0.0,292.0,71.0,24.0,9.67,9.08,6.64,10.0,10.0,2.0,523.83,387.0,383.3,3.84,6.55,6.55,22.67,22.47,22.12,337.48,31.25,30.25,31.38,30.39,343.0,119.0,131.0,593.0,29.0,33.0,8.0,329.0,103.0,30.0,9.65,12.89,8.71,9.0,12.0,8.0,596.21,462.0,465.18,4.66,7.51,7.22,28.7,28.88,28.32,84.31,91.57,1793.0,1623.0,4.11,0.3,85.0,8.0,68.0,6.0
8480950,2022,Ilya Lyubushkin,BUF,D,4on5,50,6057.0,146.0,5.72,0.12,0.17,0.12,0.18,0.13,0.19,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,1.0,74.0,12.0,59.0,6.0,23.0,18.0,99.0,0.0,0.0,5967.0,4.0,0.0,0.0,0.0,17.93,2.29,2.2,2.29,2.2,22.0,1.0,3.0,26.0,2.0,3.0,1.0,12.0,9.0,2.0,0.33,1.28,0.67,0.0,1.0,1.0,26.0,23.0,23.0,0.22,0.82,0.82,1.69,1.69,1.69,114.39,17.36,16.62,17.36,16.62,116.0,40.0,29.0,185.0,23.0,11.0,3.0,100.0,32.0,24.0,2.36,3.77,11.23,1.0,4.0,18.0,185.0,156.0,156.0,2.74,2.42,2.42,17.68,17.68,16.92,2.71,13.03,37.0,173.0,0.85,0.0,9.0,1.0,7.0,0.0
8480950,2022,Ilya Lyubushkin,BUF,D,5on4,50,34.0,3.0,-1.07,0.0,0.79,0.0,0.84,0.0,0.8,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1755.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.01,0.01,0.01,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.01,0.01,0.01,4.26,1.16,57.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
